brand_raw,price_discounted,price_mrp,page
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",96
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",96
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",96
"Tracnesan Cream 0.05% 10g

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",96
"Erli Plus Capsules 5/500mg (1 Box = 2 Strips) (1 Strip = 7 Capsules)

Rs. 161.49

Rs. 170.00","161.49

 170.00","161.49

 170.00",96
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",96
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",96
"Tracnesan Cream 0.05% 10g

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",96
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",96
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",96
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",96
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",96
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",96
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",96
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",96
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",96
"Sinemet Tablets 25mg/250mg (1 Strip = 10 Tablets)

Rs. 269.30

Rs. 283.52","269.30

 283.52","269.30

 283.52",96
"Kleen Enema Rectal Liquid 135ml

Rs. 237.50

Rs. 250.00","237.50

 250.00","237.50

 250.00",97
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",97
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",97
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",97
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",97
"Wintax Iv/Im Injection 1000mg (1 Box = 1 Injection)

Rs. 258.40

Rs. 272.00","258.40

 272.00","258.40

 272.00",97
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",97
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",97
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",97
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",97
"Am-Telsan Tablets 5mg/40mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 491.12

Rs. 517.00","491.12

 517.00","491.12

 517.00",97
"Diampa-M Xr Tablets 5mg+1000mg (1 Strip = 7 Tablets)

Rs. 194.74

Rs. 205.00","194.74

 205.00","194.74

 205.00",97
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",97
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",97
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",97
"Platrid Tablets 75mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 204.30

Rs. 215.00","204.30

 215.00","204.30

 215.00",97
"Vilget-M Tablets 50mg + 500mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 320.60

Rs. 337.50","320.60

 337.50","320.60

 337.50",97
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",97
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",98
"Vilget-M Tablets 50mg + 500mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 320.60

Rs. 337.50","320.60

 337.50","320.60

 337.50",98
"Ondaset Tablets 8mg (1 Box = 10 Tablets)

Rs. 379.10

Rs. 399.00","379.10

 399.00","379.10

 399.00",98
"Crestat Ez Tablets 20mg/10mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 647.00

Rs. 681.10","647.00

 681.10","647.00

 681.10",98
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",98
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",98
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",98
"Nassa Tablets 15mg (1 Strip = 10 Tablets)

Rs. 323.00

Rs. 340.00","323.00

 340.00","323.00

 340.00",98
"Am-Telsan Tablets 5mg/80mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 622.30

Rs. 655.00","622.30

 655.00","622.30

 655.00",98
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",98
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",98
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",98
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",98
"Diampa-M Xr Tablets 5mg+1000mg (1 Strip = 7 Tablets)

Rs. 194.74

Rs. 205.00","194.74

 205.00","194.74

 205.00",98
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",99
"Myteka Tablets 10mg (1 Strip = 7 Tablets)

Rs. 263.62

Rs. 277.50","263.62

 277.50","263.62

 277.50",99
"Diampa-M Xr Tablets 5mg+1000mg (1 Strip = 7 Tablets)

Rs. 194.74

Rs. 205.00","194.74

 205.00","194.74

 205.00",99
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",99
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",99
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",99
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",99
"Ivermite Tablets 6mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 428.50

Rs. 451.00","428.50

 451.00","428.50

 451.00",99
"Myteka Tablets 10mg (1 Strip = 7 Tablets)

Rs. 263.62

Rs. 277.50","263.62

 277.50","263.62

 277.50",99
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",99
"Ivermite Tablets 6mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 428.50

Rs. 451.00","428.50

 451.00","428.50

 451.00",99
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",99
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",99
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",99
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",99
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",100
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",100
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",100
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",100
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",100
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",100
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",100
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",100
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",100
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",100
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",100
"Healthaid Zinc Sulphate Tablets 200mg (1 Box = 90 Tablets)

Rs. 2,802.50

Rs. 2,950.00","2,802.50

 2,950.00","2,802.50

 2,950.00",100
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",100
"Preloft Tablets 50mg (1 Strip = 15 Tablets)

Rs. 467.85

Rs. 492.50","467.85

 492.50","467.85

 492.50",100
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",100
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",100
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",100
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",101
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",101
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",101
"Evopride Tablets 4mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 1,054.50

Rs. 1,110.00","1,054.50

 1,110.00","1,054.50

 1,110.00",101
"Xarelto Tablets 20mg (1 Box = 14 Tablets)

Rs. 4,867.94

Rs. 5,124.13","4,867.94

 5,124.13","4,867.94

 5,124.13",101
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",101
"Zentro Tablets 40mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 427.56

Rs. 450.00","427.56

 450.00","427.56

 450.00",101
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",101
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",101
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",101
"Flucon 35ml Suspension 50mg

Rs. 334.42

Rs. 352.02","334.42

 352.02","334.42

 352.02",101
"Progeffik Softgel Capsules 200mg (1 Box = 1 Strip)(1 Strip = 15 Capsules)

Rs. 1,956.30

Rs. 2,059.24","1,956.30

 2,059.24","1,956.30

 2,059.24",101
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",101
"Aprovel Tablets 150mg (1 Strip = 14 Tablets)

Rs. 270.48

Rs. 284.76","270.48

 284.76","270.48

 284.76",101
"Moxtu Tablets 7.5mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 116.50

Rs. 122.67","116.50

 122.67","116.50

 122.67",101
"Diampa-M Xr Tablets 5mg+1000mg (1 Strip = 7 Tablets)

Rs. 194.74

Rs. 205.00","194.74

 205.00","194.74

 205.00",101
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",101
"Vilanto-U Dpi Capsules 62.5mcg+25mcg (1 Box = 3 Strips) (1 Strip = 10 Capsules)

Rs. 348.30

Rs. 366.67","348.30

 366.67","348.30

 366.67",102
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",102
"Preloft Tablets 50mg (1 Strip = 15 Tablets)

Rs. 467.85

Rs. 492.50","467.85

 492.50","467.85

 492.50",102
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",102
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",102
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",102
"Persch 30ml Syrup 1mg/Ml

Rs. 503.50

Rs. 530.00","503.50

 530.00","503.50

 530.00",102
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",102
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",102
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",102
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",102
"Atcomid Tablets 50mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 455.98

Rs. 480.00","455.98

 480.00","455.98

 480.00",102
"Covam Plus Tablets 10mg+160mg+25mg (1 Box = 4 Strips) (1 Strip = 7 Tablets)

Rs. 584.36

Rs. 615.00","584.36

 615.00","584.36

 615.00",102
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,645.91

Rs. 1,732.54","1,645.91

 1,732.54","1,645.91

 1,732.54",102
"Healthaid Zinc Sulphate Tablets 200mg (1 Box = 90 Tablets)

Rs. 2,802.50

Rs. 2,950.00","2,802.50

 2,950.00","2,802.50

 2,950.00",102
"Alphagan Eye Drops 0.2% 5ml

Rs. 807.50

Rs. 850.00","807.50

 850.00","807.50

 850.00",102
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",102
"Preloft Tablets 50mg (1 Strip = 15 Tablets)

Rs. 467.85

Rs. 492.50","467.85

 492.50","467.85

 492.50",103
"Dicloran Topical Gel 30g

Rs. 242.25

Rs. 255.00","242.25

 255.00","242.25

 255.00",103
"Tenofo-B Tablets 300mg

Rs. 4,065.90

Rs. 4,280.00","4,065.90

 4,280.00","4,065.90

 4,280.00",103
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,645.91

Rs. 1,732.54","1,645.91

 1,732.54","1,645.91

 1,732.54",103
"Healthaid Iro Active Capsules (1 Box = 30 Capsules)

Rs. 1,900.00

Rs. 2,000.00","1,900.00

 2,000.00","1,900.00

 2,000.00",103
"Preloft Tablets 50mg (1 Strip = 15 Tablets)

Rs. 467.85

Rs. 492.50","467.85

 492.50","467.85

 492.50",103
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",103
"Butyn Tablets 5mg (1 Strip = 10 Tablets)

Rs. 541.50

Rs. 570.00","541.50

 570.00","541.50

 570.00",103
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",103
"Rocip Eye Drops 5ml

Rs. 45.45

Rs. 47.84","45.45

 47.84","45.45

 47.84",103
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",103
"Plarvy Cough Syrup 120ml

Rs. 370.50

Rs. 390.00","370.50

 390.00","370.50

 390.00",103
"Drate Plus D Tablets 70mg/70mcg (1 Box = 1 Strip)(1 Strip = 4 Tablets)

Rs. 936.84

Rs. 986.14","936.84

 986.14","936.84

 986.14",103
"Sem-O Tablets 3mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 1,645.91

Rs. 1,732.54","1,645.91

 1,732.54","1,645.91

 1,732.54",103
"Multical-1000 Sachets (1 Box = 10 Sachets)

Rs. 23.75

Rs. 25.00","23.75

 25.00","23.75

 25.00",103
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",103
"Telsarta-D Tablets 40/12.5mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 465.50

Rs. 490.00","465.50

 490.00","465.50

 490.00",103
"Drate Plus D Tablets 70mg/70mcg (1 Box = 1 Strip)(1 Strip = 4 Tablets)

Rs. 936.84

Rs. 986.14","936.84

 986.14","936.84

 986.14",104
"Bilzen Tablets 20mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 285.00

Rs. 300.00","285.00

 300.00","285.00

 300.00",104
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",104
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",104
"Descol Tablets 20mg (1 Box = 1 Strip)(1 Strip = 10 Tablets)

Rs. 361.00

Rs. 380.00","361.00

 380.00","361.00

 380.00",104
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",104
"Artheget-Ez Tablets 80mg+480mg (1 Box = 2 Strips) (1 Strip = 3 Tablets)

Rs. 585.18

Rs. 616.00","585.18

 616.00","585.18

 616.00",104
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",104
"Neevo Tablets (1 Strip = 10 Tablets)

Rs. 20.90

Rs. 22.00","20.90

 22.00","20.90

 22.00",104
"Photonic Anti-Dandruf Shampoo 120ml

Rs. 980.69

Rs. 1,032.30","980.69

 1,032.30","980.69

 1,032.30",104
"Rupataget Tablets 10mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 166.25

Rs. 175.00","166.25

 175.00","166.25

 175.00",104
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",104
"Butyn Tablets 5mg (1 Strip = 10 Tablets)

Rs. 541.50

Rs. 570.00","541.50

 570.00","541.50

 570.00",104
"Atcomid Tablets 50mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 455.98

Rs. 480.00","455.98

 480.00","455.98

 480.00",104
"Butyn Tablets 5mg (1 Strip = 10 Tablets)

Rs. 541.50

Rs. 570.00","541.50

 570.00","541.50

 570.00",104
"Fdl Ringer Infusion 500ml

Rs. 287.79

Rs. 302.94","287.79

 302.94","287.79

 302.94",104
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",104
"Elgozon Tablets 200mg (1 Box = 10 Tablets)

Rs. 247.00

Rs. 260.00","247.00

 260.00","247.00

 260.00",104
"Tracnesan Cream 0.05% 10g

Rs. 235.13

Rs. 247.51","235.13

 247.51","235.13

 247.51",105
"Calamox Duo 70ml Suspension 400mg/57ml

Rs. 316.64

Rs. 333.31","316.64

 333.31","316.64

 333.31",105
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",105
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",105
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",105
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",105
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",105
"Tirzee Injection 10mg/0.5ml (1 Box = 1prefilled Pen)

Rs. 9,500.00

Rs. 10,000.00","9,500.00

 10,000.00","9,500.00

 10,000.00",105
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",105
"Cefspan Capsules 400mg (1 Bottle = 5 Capsules)

Rs. 693.50

Rs. 730.00","693.50

 730.00","693.50

 730.00",105
"Spasrid Tablets (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 427.50

Rs. 450.00","427.50

 450.00","427.50

 450.00",105
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",105
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",105
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",105
"Atcomid Tablets 50mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 455.98

Rs. 480.00","455.98

 480.00","455.98

 480.00",105
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",105
"Atcomid Tablets 50mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 455.98

Rs. 480.00","455.98

 480.00","455.98

 480.00",105
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",106
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",106
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",106
"Gvia-M Tablets 50mg/1000mg (1 Strip = 7 Tablets)

Rs. 259.35

Rs. 273.00","259.35

 273.00","259.35

 273.00",106
"Tamsolin-S Tablets 0.4mg+6 Mg (1 Strip = 10 Tablets)

Rs. 1,367.10

Rs. 1,439.00","1,367.10

 1,439.00","1,367.10

 1,439.00",106
"Crestat Ez Tablets 20mg/10mg (1 Box = 1 Strip) (1 Strip = 10 Tablets)

Rs. 647.00

Rs. 681.10","647.00

 681.10","647.00

 681.10",106
"Inosita Plus Xr Tablets 50mg/500mg (1 Box = 2 Strips) (1 Strip = 7 Tablets)

Rs. 651.70

Rs. 686.00","651.70

 686.00","651.70

 686.00",106
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",106
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",106
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",106
"Funge Tablets 250mg (1 Box = 2 Strips) (1 Strip = 5 Tablets)

Rs. 760.00

Rs. 800.00","760.00

 800.00","760.00

 800.00",106
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",106
"Fcm Iv Injection 500mg/10ml (1 Box = 1 Injection)

Rs. 2,327.50

Rs. 2,450.00","2,327.50

 2,450.00","2,327.50

 2,450.00",106
"Transamin Im/Iv Injection 250mg 5ml (1 Box = 10 Ampoules)

Rs. 24.58

Rs. 25.87","24.58

 25.87","24.58

 25.87",106
"Fibre One Cereals

Rs. 35.63

Rs. 37.50","35.63

 37.50","35.63

 37.50",106
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",107
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",107
"Mirabet Tablets 50mg (1 Box = 2 Strips) (1 Strip = 10 Tablets)

Rs. 2,102.20

Rs. 2,212.74","2,102.20

 2,212.74","2,102.20

 2,212.74",107
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",107
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",107
"Sedil Tablets 10mg (1 Box = 3 Strips) (1 Strip = 10 Tablets)

Rs. 288.90

Rs. 304.26","288.90

 304.26","288.90

 304.26",107
"Hytrin Tablets 5mg (1 Strip = 10 Tablets)

Rs. 845.70

Rs. 890.22","845.70

 890.22","845.70

 890.22",107
"Atcomid Tablets 100mg (1 Box = 1 Strip)(1 Strip = 14 Tablets)

Rs. 665.00

Rs. 700.00","665.00

 700.00","665.00

 700.00",107
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",107
"Klaricid 60ml Suspension 125mg/5ml

Rs. 549.64

Rs. 578.57","549.64

 578.57","549.64

 578.57",107
"Genticyn Eye/Ear Drops 7.5ml

Rs. 46.29

Rs. 48.73","46.29

 48.73","46.29

 48.73",107
